event_id,timestamp,source,event_type,severity,user_id,device_id,src_ip,event_location,authentication_result,process_name,alert_status,analyst_decision,quality_flags,user_department,user_role,employment_status,privileged_account,user_location,asset_hostname,asset_type,asset_department,asset_owner,asset_criticality,operating_system
AUTH004417,2026-03-08 17:33:38,AUTHENTICATION,LOGIN,LOW,U0258,D0009,10.20.83.123,Lyon,SUCCESS,,,,,Direction,Engineer,ACTIVE,NO,Toulouse,PHF-WS-0009,VM,Communication,Communication,LOW,Windows 10
EDR001175,2026-03-08 17:34:12,EDR,Unusual Network,LOW,U0192,D0052,,,,python.exe,In Progress,FALSE_POSITIVE,,Regions,Director,ACTIVE,NO,Lyon,PHF-WS-0052,Mobile,Juridique,Direction,LOW,Windows 10
AUTH001709,2026-03-08 17:37:00,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0259,D0107,10.7.214.112,Paris,SUCCESS,,,,,Communication,Analyst,ACTIVE,NO,Bordeaux,PHF-SRV-0107,Mobile,Finance,Direction,,Windows Server 2022
EDR000790,2026-03-08 17:42:02,EDR,Suspicious Process,LOW,U0065,D0141,,,,antivirus_update.exe,Closed,FALSE_POSITIVE,,Direction,Assistant,ACTIVE,NO,Lille,PHF-SRV-0141,Desktop,Juridique,Regions,HIGH,Windows Server 2022
EDR000052,2026-03-08 17:42:31,EDR,Suspicious Process,MEDIUM,U0081,D0018,,,,chrome.exe,In Progress,FALSE_POSITIVE,,Regions,Manager,ACTIVE,NO,Lille,PHF-SRV-0018,VM,Direction,IT,LOW,macOS 14
AUTH001267,2026-03-08 17:42:40,AUTHENTICATION,LOGIN,LOW,U0254,D0127,10.1.255.60,Lille,SUCCESS,,,,,Direction,Assistant,ACTIVE,NO,Marseille,PHF-LT-0127,Laptop,Regions,Regions,,Windows Server 2019
AUTH000031,2026-03-08 17:49:00,AUTHENTICATION,VPN_CONNECT,LOW,U0309,D0198,10.12.74.122,Lyon,SUCCESS,,,,,Finance,Director,ACTIVE,NO,Bordeaux,PHF-VM-0198,Mobile,Juridique,Communication,LOW,Ubuntu 22.04
AUTH000986,2026-03-08 17:50:00,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0193,D0017,10.10.230.215,Lille,SUCCESS,,,,,IT,Manager,ACTIVE,NO,Paris,PHF-LT-0017,Mobile,RH,Direction,HIGH,Windows 11
AUTH002542,2026-03-08 17:52:00,AUTHENTICATION,VPN_CONNECT,LOW,U0205,D0167,10.9.9.153,Lille,SUCCESS,,,,,Communication,Analyst,ACTIVE,NO,Lille,PHF-VM-0167,Laptop,RH,Direction,CRITICAL,Windows Server 2022
EDR001061,2026-03-08 17:52:26,EDR,Suspicious Process,HIGH,U0141,D0152,,,,sccm_client.exe,Open,FALSE_POSITIVE,,IT,Engineer,ACTIVE,NO,Bordeaux,PHF-VM-0152,Desktop,Finance,IT,CRITICAL,Windows 11
AUTH002244,2026-03-08 17:54:00,AUTHENTICATION,VPN_CONNECT,LOW,U0023,D0160,10.33.231.32,Lille,SUCCESS,,,,,Juridique,Coordinator,ACTIVE,NO,Marseille,PHF-VM-0160,Server,Direction,Communication,CRITICAL,macOS 14
EDR000258,2026-03-08 17:55:55,EDR,Suspicious Process,LOW,U0066,D0161,,,,python.exe,Closed,FALSE_POSITIVE,,Regions,Engineer,INACTIVE,NO,Nantes,PHF-VM-0161,Mobile,RH,IT,MEDIUM,macOS 14
EDR001166,2026-03-08 17:56:21,EDR,Suspicious Process,HIGH,U0099,D0049,,,,inventory_scan.exe,Open,FALSE_POSITIVE,,IT,Analyst,ACTIVE,NO,Nantes,PHF-LT-0049,Server,IT,IT,HIGH,Ubuntu 22.04
AUTH002219,2026-03-08 17:59:31,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0323,D0124,10.2.136.53,Bordeaux,SUCCESS,,,,,Juridique,Analyst,ACTIVE,NO,Lyon,PHF-LT-0124,Desktop,Regions,Direction,LOW,Windows 11
AUTH001388,2026-03-08 18:00:00,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0207,D0127,10.17.232.178,Nantes,SUCCESS,,,,,Juridique,Assistant,ACTIVE,NO,Bordeaux,PHF-LT-0127,Laptop,Regions,Regions,,Windows Server 2019
AUTH002689,2026-03-08 18:01:00,AUTHENTICATION,LOGIN,LOW,U0315,D0016,10.4.177.221,Toulouse,SUCCESS,,,,,IT,Technician,ACTIVE,NO,Toulouse,PHF-SRV-0016,Server,RH,,MEDIUM,Windows Server 2019
EDR000969,2026-03-08 18:01:52,EDR,Unusual Network,HIGH,U0383,D0168,,,,inventory_scan.exe,Open,FALSE_POSITIVE,,Direction,Engineer,ACTIVE,NO,Lille,PHF-LT-0168,Desktop,Regions,Communication,HIGH,Windows 10
AUTH004123,2026-03-08 18:02:00,AUTHENTICATION,RDP_SESSION,LOW,U0092,D0008,10.50.86.181,Marseille,SUCCESS,,,,,RH,Assistant,ACTIVE,NO,Marseille,PHF-SRV-0008,Mobile,Finance,Communication,HIGH,Windows 11
AUTH001189,2026-03-08 18:07:34,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0025,D0150,10.38.233.157,Lille,SUCCESS,,,,,Juridique,Engineer,ACTIVE,NO,Marseille,PHF-WS-0150,Mobile,Finance,Finance,MEDIUM,Ubuntu 22.04
AUTH003242,2026-03-08 18:12:00,AUTHENTICATION,VPN_CONNECT,LOW,U0274,D0083,10.0.98.101,Bordeaux,SUCCESS,,,,,Finance,Coordinator,ACTIVE,NO,Toulouse,PHF-LT-0083,Server,Juridique,Direction,HIGH,Windows Server 2019
AUTH002597,2026-03-08 18:18:50,AUTHENTICATION,LOGOUT,LOW,U0064,D0147,10.35.31.231,Lille,SUCCESS,,,,,Regions,Director,ACTIVE,YES,Lille,PHF-LT-0147,VM,IT,IT,HIGH,Windows Server 2019
AUTH002416,2026-03-08 18:20:22,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0075,D0109,10.40.33.175,Bordeaux,SUCCESS,,,,,Juridique,Manager,ACTIVE,NO,Nantes,PHF-VM-0109,Desktop,IT,Juridique,MEDIUM,Windows Server 2019
AUTH004208,2026-03-08 18:25:13,AUTHENTICATION,RDP_SESSION,LOW,U0234,D0071,10.13.164.188,Paris,FAILURE,,,,,Regions,Assistant,ACTIVE,NO,Lille,PHF-WS-0071,VM,Juridique,Direction,MEDIUM,macOS 14
AUTH001363,2026-03-08 18:27:35,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0231,D0061,10.19.93.143,Bordeaux,SUCCESS,,,,,Regions,Coordinator,ACTIVE,NO,Toulouse,PHF-SRV-0061,VM,Regions,RH,CRITICAL,macOS 14
AUTH004819,2026-03-08 18:33:23,AUTHENTICATION,LOGIN,LOW,U0207,D9004,10.12.129.119,Lyon,SUCCESS,,,,UNKNOWN_DEVICE_REF,Juridique,Assistant,ACTIVE,NO,Bordeaux,,,,,,
EDR000043,2026-03-08 18:34:40,EDR,PUP Detected,MEDIUM,U0137,D0071,,,,chrome.exe,In Progress,FALSE_POSITIVE,,Juridique,Assistant,ACTIVE,NO,Nantes,PHF-WS-0071,VM,Juridique,Direction,MEDIUM,macOS 14
EDR000881,2026-03-08 18:37:55,EDR,Unusual Network,MEDIUM,U0168,D0075,,,,inventory_scan.exe,Closed,FALSE_POSITIVE,,Regions,Assistant,ACTIVE,NO,Marseille,PHF-VM-0075,Server,Regions,Regions,CRITICAL,Windows 11
AUTH000847,2026-03-08 18:38:13,AUTHENTICATION,RDP_SESSION,MEDIUM,U0388,D0158,10.50.192.5,Marseille,FAILURE,,,,,Direction,Coordinator,ACTIVE,NO,Paris,PHF-VM-0158,Desktop,Finance,Regions,LOW,Windows 11
AUTH002177,2026-03-08 18:38:21,AUTHENTICATION,RDP_SESSION,LOW,U0159,D0013,10.7.17.22,Toulouse,SUCCESS,,,,,Juridique,Assistant,ACTIVE,NO,Toulouse,PHF-VM-0013,Desktop,Finance,,HIGH,Ubuntu 22.04
AUTH002392,2026-03-08 18:39:53,AUTHENTICATION,LOGOUT,LOW,U0262,D0037,10.47.68.152,Nantes,FAILURE,,,,,Juridique,Manager,ACTIVE,NO,Lille,PHF-VM-0037,Laptop,Juridique,Communication,HIGH,Windows Server 2022
AUTH003578,2026-03-08 18:40:34,AUTHENTICATION,LOGIN,MEDIUM,U0373,D0145,10.8.222.69,Bordeaux,SUCCESS,,,,,RH,Assistant,ACTIVE,NO,Toulouse,PHF-WS-0145,Mobile,RH,Direction,LOW,macOS 14
AUTH001333,2026-03-08 18:41:00,AUTHENTICATION,LOGIN,MEDIUM,U0282,D0084,10.11.186.16,Paris,SUCCESS,,,,,Direction,Assistant,ACTIVE,NO,Paris,PHF-VM-0084,Server,IT,Direction,MEDIUM,Windows Server 2022
AUTH000406,2026-03-08 18:42:32,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0288,D0078,10.0.211.130,Paris,SUCCESS,,,,,Direction,Engineer,ACTIVE,NO,Lyon,PHF-LT-0078,Desktop,Communication,Communication,MEDIUM,Windows 10
AUTH000425,2026-03-08 18:43:00,AUTHENTICATION,RDP_SESSION,MEDIUM,U0222,D0109,10.1.42.49,Lille,SUCCESS,,,,,RH,Technician,ACTIVE,NO,Toulouse,PHF-VM-0109,Desktop,IT,Juridique,MEDIUM,Windows Server 2019
AUTH004042,2026-03-08 18:44:52,AUTHENTICATION,VPN_CONNECT,LOW,U0229,D0094,10.23.153.233,Marseille,SUCCESS,,,,,Juridique,Director,ACTIVE,YES,Marseille,PHF-LT-0094,Desktop,RH,Juridique,HIGH,macOS 14
AUTH000742,2026-03-08 18:46:32,AUTHENTICATION,LOGIN,MEDIUM,U0363,D0137,10.50.181.136,Bordeaux,SUCCESS,,,,,RH,Analyst,ACTIVE,NO,Paris,PHF-WS-0137,Mobile,Juridique,Regions,CRITICAL,Windows 10
AUTH000828,2026-03-08 18:47:00,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0140,D0014,10.23.191.106,Lille,SUCCESS,,,,,Regions,Coordinator,ACTIVE,NO,Marseille,PHF-WS-0014,Server,Juridique,IT,CRITICAL,Windows Server 2022
AUTH003746,2026-03-08 18:58:32,AUTHENTICATION,LOGIN,LOW,U0317,D0090,10.15.80.37,Lyon,SUCCESS,,,,,IT,Coordinator,ACTIVE,NO,Lille,PHF-VM-0090,VM,Finance,Communication,MEDIUM,Windows Server 2019
AUTH001828,2026-03-08 19:00:00,AUTHENTICATION,RDP_SESSION,MEDIUM,U0298,D0060,10.12.196.129,Nantes,SUCCESS,,,,,Finance,Manager,ACTIVE,NO,Lille,PHF-VM-0060,Server,Regions,Communication,,Windows 10
AUTH002415,2026-03-08 19:00:00,AUTHENTICATION,LOGIN,LOW,U0345,D0158,10.35.38.161,Lille,SUCCESS,,,,,Direction,Engineer,ACTIVE,NO,Lyon,PHF-VM-0158,Desktop,Finance,Regions,LOW,Windows 11
AUTH000334,2026-03-08 19:05:16,AUTHENTICATION,MFA_CHALLENGE,LOW,U0058,D0143,10.13.175.156,Nantes,SUCCESS,,,,,IT,Assistant,ACTIVE,NO,Toulouse,PHF-VM-0143,Desktop,Communication,RH,HIGH,Ubuntu 22.04
EDR000922,2026-03-08 19:05:40,EDR,Unusual Network,LOW,U0067,D0002,,,,sccm_client.exe,In Progress,FALSE_POSITIVE,,Juridique,Director,ACTIVE,NO,Marseille,PHF-WS-0002,VM,Juridique,IT,CRITICAL,Windows Server 2022
AUTH003842,2026-03-08 19:08:34,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0038,D0140,10.1.137.162,Paris,SUCCESS,,,,,RH,Analyst,ACTIVE,NO,Nantes,PHF-VM-0140,VM,Communication,RH,CRITICAL,Windows 10
AUTH003170,2026-03-08 19:10:46,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0076,D0139,10.44.116.134,Paris,SUCCESS,,,,,Communication,Engineer,ACTIVE,NO,Bordeaux,PHF-LT-0139,Server,Juridique,Finance,LOW,Windows Server 2019
AUTH003238,2026-03-08 19:12:13,AUTHENTICATION,LOGOUT,MEDIUM,U0338,D0129,10.45.95.235,Nantes,SUCCESS,,,,,Juridique,Technician,ACTIVE,NO,Lille,PHF-VM-0129,Server,Direction,IT,CRITICAL,Windows 10
AUTH000508,2026-03-08 19:14:00,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0034,D0117,10.11.248.15,Nantes,SUCCESS,,,,,Finance,Assistant,ACTIVE,NO,Bordeaux,PHF-WS-0117,Desktop,Finance,Finance,LOW,macOS 14
AUTH003714,2026-03-08 19:14:00,AUTHENTICATION,LOGIN,MEDIUM,U0361,D0149,10.33.73.54,Lille,FAILURE,,,,,Communication,Assistant,ACTIVE,NO,Lyon,PHF-LT-0149,Server,IT,Direction,HIGH,Windows 10
AUTH002483,2026-03-08 19:15:41,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0141,D0120,10.44.142.78,Marseille,SUCCESS,,,,,IT,Engineer,ACTIVE,NO,Bordeaux,PHF-WS-0120,Desktop,IT,IT,CRITICAL,Windows Server 2022
AUTH003871,2026-03-08 19:16:00,AUTHENTICATION,MFA_CHALLENGE,LOW,U0053,D0019,10.14.245.207,Lyon,SUCCESS,,,,,Finance,Analyst,ACTIVE,NO,Lille,PHF-WS-0019,Laptop,Communication,,LOW,Windows 10
EDR000565,2026-03-08 19:16:37,EDR,Unusual Network,LOW,U0071,D0099,,,,inventory_scan.exe,Open,FALSE_POSITIVE,,IT,Analyst,ACTIVE,NO,Nantes,PHF-SRV-0099,VM,Juridique,RH,,Windows Server 2022
AUTH001086,2026-03-08 19:19:50,AUTHENTICATION,LOGOUT,LOW,U0174,D0094,10.49.53.248,Paris,SUCCESS,,,,,Regions,Director,ACTIVE,NO,Toulouse,PHF-LT-0094,Desktop,RH,Juridique,HIGH,macOS 14
AUTH000095,2026-03-08 19:20:04,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0279,D0192,10.10.207.227,Lyon,SUCCESS,,,,,RH,Coordinator,ACTIVE,NO,Paris,PHF-WS-0192,Server,IT,Juridique,CRITICAL,Windows 10
AUTH002607,2026-03-08 19:21:00,AUTHENTICATION,LOGIN,MEDIUM,U0017,D0068,10.37.138.187,Toulouse,SUCCESS,,,,,Direction,Engineer,ACTIVE,NO,Lille,PHF-VM-0068,Mobile,Finance,Regions,HIGH,macOS 14
EDR000545,2026-03-08 19:21:58,EDR,PUP Detected,LOW,U0335,D0003,,,,chrome.exe,In Progress,FALSE_POSITIVE,,Communication,Coordinator,ACTIVE,NO,Paris,PHF-SRV-0003,Server,IT,IT,CRITICAL,Windows Server 2022
AUTH004629,2026-03-08 19:24:34,AUTHENTICATION,RDP_SESSION,MEDIUM,U0202,D0101,10.6.62.250,Paris,SUCCESS,,,,,Communication,Technician,ACTIVE,NO,Nantes,PHF-VM-0101,Server,Communication,Regions,LOW,Windows 10
EDR000656,2026-03-08 19:24:59,EDR,Suspicious Process,HIGH,U0056,D0085,,,,inventory_scan.exe,In Progress,FALSE_POSITIVE,,Finance,Manager,ACTIVE,NO,Toulouse,PHF-VM-0085,Laptop,RH,Regions,HIGH,Ubuntu 22.04
EDR001084,2026-03-08 19:27:00,EDR,Suspicious Process,HIGH,U0004,D0109,,,,teams.exe,Open,FALSE_POSITIVE,,IT,Coordinator,ACTIVE,NO,Nantes,PHF-VM-0109,Desktop,IT,Juridique,MEDIUM,Windows Server 2019
EDR000610,2026-03-08 19:29:56,EDR,PUP Detected,LOW,U0043,D0028,,,,chrome.exe,Closed,FALSE_POSITIVE,,Juridique,Assistant,ACTIVE,NO,Toulouse,PHF-SRV-0028,Server,Communication,Finance,CRITICAL,Ubuntu 22.04
AUTH004262,2026-03-08 19:33:45,AUTHENTICATION,LOGIN,LOW,U0036,D0171,10.36.126.86,Lyon,SUCCESS,,,,,RH,Analyst,ACTIVE,NO,Toulouse,PHF-WS-0171,Desktop,Finance,Finance,MEDIUM,Windows Server 2019
EDR001112,2026-03-08 19:37:16,EDR,Suspicious Process,LOW,U0120,D0068,,,,outlook.exe,Closed,FALSE_POSITIVE,,Communication,Engineer,INACTIVE,NO,Toulouse,PHF-VM-0068,Mobile,Finance,Regions,HIGH,macOS 14
EDR001155,2026-03-08 19:46:43,EDR,Suspicious Process,LOW,U0191,D0128,,,,outlook.exe,In Progress,FALSE_POSITIVE,,Communication,Analyst,ACTIVE,NO,Paris,PHF-LT-0128,Mobile,Direction,Direction,LOW,Windows 11
AUTH004787,2026-03-08 19:48:33,AUTHENTICATION,LOGIN,LOW,U0070,D9002,10.43.80.99,Paris,SUCCESS,,,,UNKNOWN_DEVICE_REF,Regions,Analyst,ACTIVE,NO,Marseille,,,,,,
AUTH002060,2026-03-08 19:54:00,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0031,D0134,10.37.244.43,Toulouse,SUCCESS,,,,,Direction,Manager,ACTIVE,NO,Marseille,PHF-LT-0134,Desktop,Juridique,IT,LOW,macOS 14
AUTH001074,2026-03-08 19:59:00,AUTHENTICATION,MFA_CHALLENGE,LOW,U0081,D0009,10.34.169.44,Toulouse,SUCCESS,,,,,Regions,Manager,ACTIVE,NO,Lille,PHF-WS-0009,VM,Communication,Communication,LOW,Windows 10
AUTH002229,2026-03-09 02:00:43,AUTHENTICATION,LOGIN,LOW,U0110,D0153,10.44.214.23,Marseille,SUCCESS,,,,,Finance,Director,ACTIVE,NO,Lyon,PHF-LT-0153,Server,Regions,IT,MEDIUM,Windows Server 2022
AUTH003996,2026-03-09 02:09:29,AUTHENTICATION,RDP_SESSION,LOW,,D0073,10.47.169.95,Marseille,SUCCESS,,,,MISSING_USER_ID,,,,,,PHF-SRV-0073,Desktop,IT,Regions,HIGH,Windows Server 2022
AUTH001763,2026-03-09 02:46:31,AUTHENTICATION,MFA_CHALLENGE,LOW,U0225,D0146,10.20.245.7,Lille,SUCCESS,,,,,Juridique,Engineer,ACTIVE,NO,Bordeaux,PHF-VM-0146,Laptop,IT,Juridique,HIGH,Windows Server 2022
AUTH004037,2026-03-09 02:51:00,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0247,D0137,10.30.74.97,Bordeaux,SUCCESS,,,,,RH,Manager,ACTIVE,YES,Lille,PHF-WS-0137,Mobile,Juridique,Regions,CRITICAL,Windows 10
AUTH000042,2026-03-09 03:07:54,AUTHENTICATION,LOGOUT,MEDIUM,U0235,D0047,10.5.40.186,Marseille,SUCCESS,,,,,Communication,Assistant,ACTIVE,NO,Lille,PHF-LT-0047,Desktop,Regions,Direction,CRITICAL,Ubuntu 22.04
AUTH003256,2026-03-09 03:20:00,AUTHENTICATION,MFA_CHALLENGE,LOW,U0230,D0178,10.49.134.35,Marseille,SUCCESS,,,,,Direction,Analyst,ACTIVE,NO,Lille,PHF-LT-0178,Server,RH,Juridique,MEDIUM,Windows Server 2022
AUTH002113,2026-03-09 03:22:23,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0382,D0024,10.38.185.152,Nantes,SUCCESS,,,,,Finance,Manager,ACTIVE,NO,Marseille,PHF-VM-0024,Desktop,Communication,RH,,Windows 11
AUTH001305,2026-03-09 03:51:00,AUTHENTICATION,VPN_CONNECT,LOW,U0351,D0141,10.17.144.158,Bordeaux,SUCCESS,,,,,Regions,Analyst,ACTIVE,NO,Marseille,PHF-SRV-0141,Desktop,Juridique,Regions,HIGH,Windows Server 2022
AUTH002993,2026-03-09 03:51:16,AUTHENTICATION,RDP_SESSION,LOW,U0248,D0119,10.48.176.152,Lyon,SUCCESS,,,,,Direction,Engineer,ACTIVE,NO,Toulouse,PHF-VM-0119,Laptop,IT,,LOW,Windows Server 2019
AUTH003703,2026-03-09 04:18:00,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0010,D0025,10.17.192.252,Paris,SUCCESS,,,,,Direction,Analyst,ACTIVE,NO,Bordeaux,PHF-WS-0025,Laptop,Juridique,RH,LOW,Windows Server 2019
AUTH001676,2026-03-09 04:45:26,AUTHENTICATION,PASSWORD_CHANGE,LOW,U0393,D0002,10.29.161.163,Bordeaux,SUCCESS,,,,,Communication,Coordinator,ACTIVE,NO,Lille,PHF-WS-0002,VM,Juridique,IT,CRITICAL,Windows Server 2022
AUTH000302,2026-03-09 04:52:21,AUTHENTICATION,RDP_SESSION,LOW,U0192,D0036,10.47.130.122,Bordeaux,FAILURE,,,,,Regions,Director,ACTIVE,NO,Lyon,PHF-SRV-0036,Server,RH,IT,MEDIUM,Ubuntu 22.04
AUTH000545,2026-03-09 04:58:57,AUTHENTICATION,RDP_SESSION,LOW,U0338,D0157,10.23.73.186,Toulouse,SUCCESS,,,,,Juridique,Technician,ACTIVE,NO,Lille,PHF-WS-0157,Mobile,Direction,Communication,HIGH,macOS 14
AUTH004378,2026-03-09 08:01:33,AUTHENTICATION,LOGOUT,LOW,U0210,D0162,10.17.48.88,Nantes,SUCCESS,,,,,Juridique,Director,ACTIVE,NO,Lyon,PHF-WS-0162,Desktop,RH,Juridique,,Ubuntu 22.04
AUTH003485,2026-03-09 08:04:20,AUTHENTICATION,LOGIN,LOW,U0083,D0190,10.2.19.79,Toulouse,SUCCESS,,,,,IT,Engineer,ACTIVE,NO,Nantes,PHF-LT-0190,Laptop,Juridique,RH,CRITICAL,Windows Server 2022
EDR001045,2026-03-09 08:07:18,EDR,Suspicious Process,MEDIUM,U0121,D0013,,,,inventory_scan.exe,Closed,FALSE_POSITIVE,,IT,Coordinator,ACTIVE,NO,Marseille,PHF-VM-0013,Desktop,Finance,,HIGH,Ubuntu 22.04
AUTH000030,2026-03-09 08:09:00,AUTHENTICATION,VPN_CONNECT,LOW,U0059,D0011,10.10.76.36,Lille,SUCCESS,,,,,Regions,Engineer,ACTIVE,YES,Marseille,PHF-SRV-0011,Server,Finance,Finance,CRITICAL,Windows Server 2019
AUTH003142,2026-03-09 08:13:50,AUTHENTICATION,LOGIN,LOW,,D0189,10.10.75.137,Marseille,SUCCESS,,,,MISSING_USER_ID,,,,,,PHF-SRV-0189,VM,Communication,Communication,MEDIUM,Windows Server 2022
AUTH004636,2026-03-09 08:14:00,AUTHENTICATION,LOGIN,LOW,U0275,D0095,10.39.147.144,Marseille,SUCCESS,,,,,Juridique,Engineer,ACTIVE,NO,Marseille,PHF-WS-0095,Laptop,Direction,IT,CRITICAL,Windows Server 2022
AUTH003147,2026-03-09 08:14:52,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0122,D0094,10.11.49.44,Lyon,SUCCESS,,,,,Regions,Manager,ACTIVE,NO,Bordeaux,PHF-LT-0094,Desktop,RH,Juridique,HIGH,macOS 14
AUTH004495,2026-03-09 08:17:36,AUTHENTICATION,RDP_SESSION,LOW,U0197,D0169,10.25.47.144,Bordeaux,FAILURE,,,,,Juridique,Manager,ACTIVE,NO,Lille,PHF-LT-0169,Mobile,Communication,IT,HIGH,Windows Server 2022
AUTH003830,2026-03-09 08:17:50,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0064,D0002,10.33.227.83,Marseille,SUCCESS,,,,,Regions,Director,ACTIVE,YES,Lille,PHF-WS-0002,VM,Juridique,IT,CRITICAL,Windows Server 2022
AUTH003611,2026-03-09 08:20:00,AUTHENTICATION,MFA_CHALLENGE,MEDIUM,U0355,D0127,10.26.101.66,Toulouse,SUCCESS,,,,,Regions,Engineer,ACTIVE,NO,Lyon,PHF-LT-0127,Laptop,Regions,Regions,,Windows Server 2019
EDR001845,2026-03-09 08:21:03,EDR,Persistence Attempt,HIGH,U0058,D9007,,,,inventory_scan.exe,Open,NEEDS_INVESTIGATION,UNKNOWN_DEVICE_REF,IT,Assistant,ACTIVE,NO,Toulouse,,,,,,
EDR000504,2026-03-09 08:22:59,EDR,Suspicious Process,HIGH,U0009,D0188,,,,sccm_client.exe,In Progress,FALSE_POSITIVE,,Communication,Director,ACTIVE,NO,Nantes,PHF-VM-0188,Desktop,Direction,,MEDIUM,Ubuntu 22.04
AUTH002947,2026-03-09 08:23:07,AUTHENTICATION,PASSWORD_CHANGE,MEDIUM,U0393,D0033,10.22.230.204,Lyon,SUCCESS,,,,,Communication,Coordinator,ACTIVE,NO,Lille,PHF-SRV-0033,VM,Juridique,Juridique,CRITICAL,Ubuntu 22.04
AUTH001895,2026-03-09 08:25:13,AUTHENTICATION,VPN_CONNECT,MEDIUM,U0177,D0061,10.7.122.50,Paris,SUCCESS,,,,,Juridique,Manager,ACTIVE,NO,Marseille,PHF-SRV-0061,VM,Regions,RH,CRITICAL,macOS 14
AUTH000361,2026-03-09 08:29:43,AUTHENTICATION,LOGIN,LOW,U0193,D0175,10.8.177.62,Bordeaux,SUCCESS,,,,,IT,Manager,ACTIVE,NO,Paris,PHF-SRV-0175,Server,RH,Regions,LOW,Ubuntu 22.04
AUTH004641,2026-03-09 08:33:18,AUTHENTICATION,LOGIN,MEDIUM,U0334,D0101,10.21.242.167,Toulouse,FAILURE,,,,,Communication,Coordinator,ACTIVE,NO,Toulouse,PHF-VM-0101,Server,Communication,Regions,LOW,Windows 10
AUTH004642,2026-03-09 08:34:00,AUTHENTICATION,LOGIN,MEDIUM,U0334,D0101,10.21.242.167,Toulouse,FAILURE,,,,,Communication,Coordinator,ACTIVE,NO,Toulouse,PHF-VM-0101,Server,Communication,Regions,LOW,Windows 10
AUTH004643,2026-03-09 08:35:00,AUTHENTICATION,LOGIN,MEDIUM,U0334,D0101,10.21.242.167,Lyon,FAILURE,,,,,Communication,Coordinator,ACTIVE,NO,Toulouse,PHF-VM-0101,Server,Communication,Regions,LOW,Windows 10
AUTH004644,2026-03-09 08:36:18,AUTHENTICATION,LOGIN,MEDIUM,U0334,D0101,10.21.242.167,Lyon,FAILURE,,,,,Communication,Coordinator,ACTIVE,NO,Toulouse,PHF-VM-0101,Server,Communication,Regions,LOW,Windows 10
AUTH004645,2026-03-09 08:37:00,AUTHENTICATION,LOGIN,MEDIUM,U0334,D0101,10.21.242.167,Lyon,FAILURE,,,,,Communication,Coordinator,ACTIVE,NO,Toulouse,PHF-VM-0101,Server,Communication,Regions,LOW,Windows 10
AUTH004646,2026-03-09 08:42:00,AUTHENTICATION,LOGIN,MEDIUM,U0334,D0101,10.21.242.167,Lyon,SUCCESS,,,,,Communication,Coordinator,ACTIVE,NO,Toulouse,PHF-VM-0101,Server,Communication,Regions,LOW,Windows 10
AUTH000249,2026-03-09 08:43:00,AUTHENTICATION,RDP_SESSION,MEDIUM,U0030,D0011,10.28.192.20,Paris,SUCCESS,,,,,Juridique,Director,ACTIVE,NO,Lyon,PHF-SRV-0011,Server,Finance,Finance,CRITICAL,Windows Server 2019
EDR000559,2026-03-09 08:43:19,EDR,PUP Detected,MEDIUM,U0028,D0074,,,,inventory_scan.exe,In Progress,FALSE_POSITIVE,,IT,Technician,ACTIVE,NO,Nantes,PHF-WS-0074,Server,Juridique,,MEDIUM,Windows Server 2022
AUTH004282,2026-03-09 08:52:00,AUTHENTICATION,VPN_CONNECT,LOW,U0004,D0090,10.41.101.158,Marseille,FAILURE,,,,,IT,Coordinator,ACTIVE,NO,Nantes,PHF-VM-0090,VM,Finance,Communication,MEDIUM,Windows Server 2019
AUTH002861,2026-03-09 08:55:00,AUTHENTICATION,RDP_SESSION,LOW,U0126,D0160,10.30.211.31,Marseille,SUCCESS,,,,,Juridique,Coordinator,ACTIVE,NO,Toulouse,PHF-VM-0160,Server,Direction,Communication,CRITICAL,macOS 14
EDR001617,2026-03-09 08:55:38,EDR,Unusual Network,HIGH,U0100,D0175,,,,python.exe,Open,NEEDS_INVESTIGATION,,RH,Manager,INACTIVE,NO,Bordeaux,PHF-SRV-0175,Server,RH,Regions,LOW,Ubuntu 22.04
