alert_id,timestamp,device_id,user_id,alert_type,process_name,severity,status,analyst_decision,timestamp_raw,timestamp_format_raw,severity_raw,quality_flags
EDR000800,2026-03-15 15:03:56,D0139,U0313,Unusual Network,inventory_scan.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-15T15:03:56Z,iso_z,LOW,
EDR000132,2026-03-04 19:52:37,D0016,U0152,Unusual Network,teams.exe,LOW,Open,FALSE_POSITIVE,2026-03-04 19:52:37,iso_space,Low,
EDR001444,2026-03-11 13:09:00,D0028,U0237,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T13:09:00Z,iso_z,High,
EDR001633,2026-03-20 09:18:58,D0110,U0096,Malware Signature,teams.exe,MEDIUM,In Progress,NEEDS_INVESTIGATION,2026-03-20 09:18:58,iso_space,medium,
EDR001687,2026-03-05 13:59:17,D0080,U0082,Malware Signature,chrome.exe,LOW,In Progress,NEEDS_INVESTIGATION,2026-03-05 13:59:17,iso_space,Low,
EDR001035,2026-03-14 11:48:37,D0200,U0064,Unusual Network,outlook.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-14T11:48:37Z,iso_z,High,
EDR000005,2026-03-06 09:28:55,D0142,U0185,Suspicious Process,sccm_client.exe,HIGH,Open,FALSE_POSITIVE,2026-03-06 09:28:55,iso_space,High,
EDR000281,2026-03-16 17:33:22,D0051,U0072,Suspicious Process,antivirus_update.exe,LOW,Closed,FALSE_POSITIVE,2026-03-16 17:33:22,iso_space,LOW,
EDR001825,2026-03-17 03:55:00,D0011,U0113,Credential Access,powershell_enc.exe,CRITICAL,Open,TRUE_POSITIVE,2026-03-17T03:55:00Z,iso_z,CRITICAL,
EDR001148,2026-03-16 16:40:27,D0085,U0200,Unusual Network,inventory_scan.exe,LOW,Open,FALSE_POSITIVE,2026-03-16 16:40:27,iso_space,LOW,
EDR000490,2026-03-20 14:01:26,D0040,U0161,Unusual Network,chrome.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-20T14:01:26Z,iso_z,medium,
EDR001805,2026-03-12 03:57:00,D0003,U0007,Persistence Attempt,rundll32.exe,HIGH,Open,NEEDS_INVESTIGATION,2026-03-12 03:57:00,iso_space,HIGH,
EDR000766,2026-03-06 17:29:06,D0111,U0070,PUP Detected,python.exe,LOW,Closed,FALSE_POSITIVE,2026-03-06 17:29:06,iso_space,Low,
EDR001096,2026-03-16 15:07:19,D0189,U0307,Suspicious Process,sccm_client.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-16 15:07:19,iso_space,High,
EDR000330,2026-03-18 16:46:05,D0070,U0166,Unusual Network,outlook.exe,LOW,Closed,FALSE_POSITIVE,2026-03-18 16:46:05,iso_space,Low,
EDR001429,2026-03-11 12:24:00,D0126,U0224,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T12:24:00Z,iso_z,HIGH,
EDR000219,2026-03-15 11:54:02,D0181,U0328,PUP Detected,sccm_client.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-15 11:54:02,iso_space,High,
EDR001808,2026-03-12 04:06:00,D0003,U0007,Credential Access,rundll32.exe,CRITICAL,Open,NEEDS_INVESTIGATION,2026-03-12T04:06:00Z,iso_z,critical,
EDR000608,2026-03-06 09:52:05,D0095,U0139,Unusual Network,teams.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-06 09:52:05,iso_space,medium,
EDR000386,2026-03-03 18:45:03,D0042,U0225,Suspicious Process,chrome.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-03 18:45:03,iso_space,HIGH,
EDR000927,2026-03-06 19:22:06,D0030,U0067,Suspicious Process,teams.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-06 19:22:06,iso_space,medium,
EDR000853,2026-03-06 14:06:45,D0070,U0108,Suspicious Process,chrome.exe,LOW,Open,FALSE_POSITIVE,2026-03-06 14:06:45,iso_space,LOW,
EDR000919,2026-03-13 10:40:13,D0066,U0130,Suspicious Process,antivirus_update.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-13 10:40:13,iso_space,LOW,
EDR001245,2026-03-11 03:12:00,D0177,U0292,Suspicious Process,backup_agent.exe,HIGH,Closed,,2026-03-11 03:12:00,iso_space,HIGH,MISSING_ANALYST_DECISION
EDR001662,2026-03-02 11:26:11,D0005,U0380,PUP Detected,sccm_client.exe,HIGH,Open,NEEDS_INVESTIGATION,2026-03-02 11:26:11,iso_space,HIGH,
EDR001570,2026-03-11 19:27:00,D0067,U0290,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 19:27:00,iso_space,high,
EDR001618,2026-03-10 18:03:01,D0093,U0274,PUP Detected,cryptolock.exe,LOW,Open,NEEDS_INVESTIGATION,2026-03-10T18:03:01Z,iso_z,LOW,
EDR000384,2026-03-22 19:48:25,D0195,U0325,PUP Detected,outlook.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-22 19:48:25,iso_space,HIGH,
EDR001411,2026-03-11 11:30:00,D0036,U0156,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T11:30:00Z,iso_z,high,
EDR000244,2026-03-16 17:36:33,D0036,U0328,Unusual Network,outlook.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-16T17:36:33Z,iso_z,medium,
EDR000571,2026-03-17 14:48:55,D0175,U0350,PUP Detected,outlook.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-17T14:48:55Z,iso_z,LOW,
EDR001200,2026-03-11 00:57:00,D0159,U0157,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 00:57:00,iso_space,High,
EDR000291,2026-03-17 18:19:48,D0191,U0288,Suspicious Process,antivirus_update.exe,HIGH,Open,FALSE_POSITIVE,2026-03-17 18:19:48,iso_space,high,
EDR001387,2026-03-11 10:18:00,D0038,U0166,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T10:18:00Z,iso_z,HIGH,
EDR001409,2026-03-11 11:24:00,D0160,U0367,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 11:24:00,iso_space,high,
EDR000412,2026-03-08 14:14:51,D0017,U0053,Unusual Network,python.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-08 14:14:51,iso_space,High,
EDR001855,2026-03-05 11:52:14,D9001,U0354,Suspicious Process,python.exe,MEDIUM,Open,NEEDS_INVESTIGATION,2026-03-05 11:52:14,iso_space,Medium,UNKNOWN_DEVICE_REF
EDR000859,2026-03-10 19:30:24,D0133,U0273,Suspicious Process,python.exe,LOW,Open,,2026-03-10 19:30:24,iso_space,Low,MISSING_ANALYST_DECISION
EDR000373,2026-03-22 19:08:23,D0192,U0336,PUP Detected,chrome.exe,MEDIUM,In Progress,,2026-03-22 19:08:23,iso_space,medium,MISSING_ANALYST_DECISION
EDR000432,2026-03-22 09:55:53,D0186,U0322,Suspicious Process,outlook.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-22T09:55:53Z,iso_z,HIGH,
EDR000041,2026-03-18 16:37:26,D0039,U0044,PUP Detected,inventory_scan.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-18 16:37:26,iso_space,MEDIUM,
EDR001071,2026-03-12 13:42:55,D0135,U0115,Suspicious Process,python.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-12 13:42:55,iso_space,High,
EDR001217,2026-03-11 01:48:00,D0071,U0325,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 01:48:00,iso_space,High,
EDR000989,2026-03-22 15:05:47,D0139,U0322,PUP Detected,teams.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-22 15:05:47,iso_space,HIGH,
EDR001830,2026-03-18 14:08:13,D9002,U0066,Unusual Network,outlook.exe,LOW,Open,NEEDS_INVESTIGATION,2026-03-18 14:08:13,iso_space,Low,UNKNOWN_DEVICE_REF
EDR001226,2026-03-11 02:15:00,D0027,U0120,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T02:15:00Z,iso_z,High,
EDR001140,2026-03-13 15:43:54,D0085,U0123,PUP Detected,chrome.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-13 15:43:54,iso_space,MEDIUM,
EDR001598,2026-03-03 18:01:04,D0189,U0389,PUP Detected,psexec.exe,MEDIUM,In Progress,NEEDS_INVESTIGATION,2026-03-03 18:01:04,iso_space,medium,
EDR000995,2026-03-06 17:19:26,D0126,U0030,Unusual Network,teams.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-06T17:19:26Z,iso_z,medium,
EDR001726,2026-03-04 17:54:05,D0181,U0110,Ransomware Behaviour,antivirus_update.exe,MEDIUM,In Progress,NEEDS_INVESTIGATION,2026-03-04 17:54:05,iso_space,MEDIUM,
EDR000141,2026-03-07 08:09:52,D0183,U0377,PUP Detected,sccm_client.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-07 08:09:52,iso_space,high,
EDR001758,2026-03-16 08:55:04,D0034,U0178,PowerShell Abuse,rundll32.exe,CRITICAL,Closed,TRUE_POSITIVE,2026-03-16 08:55:04,iso_space,critical,
EDR000135,2026-03-17 17:02:36,D0105,U0297,PUP Detected,inventory_scan.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-17 17:02:36,iso_space,Medium,
EDR000494,2026-03-02 10:02:11,D0079,U0318,Suspicious Process,sccm_client.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-02 10:02:11,iso_space,medium,
EDR001194,2026-03-11 00:39:00,D0029,U0330,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 00:39:00,iso_space,HIGH,
EDR001567,2026-03-11 19:18:00,D0014,U0101,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 19:18:00,iso_space,High,
EDR000346,2026-03-02 15:30:47,D0062,U0176,Unusual Network,sccm_client.exe,LOW,Open,FALSE_POSITIVE,2026-03-02 15:30:47,iso_space,Low,
EDR000597,2026-03-03 19:07:20,D0137,U0388,Suspicious Process,outlook.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-03 19:07:20,iso_space,High,
EDR000509,2026-03-13 10:34:42,D0069,U0280,PUP Detected,outlook.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-13 10:34:42,iso_space,medium,
EDR001269,2026-03-11 04:24:00,D0010,U0202,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T04:24:00Z,iso_z,high,
EDR001601,2026-03-12 15:13:14,D0180,U0030,Malware Signature,mimikatz.exe,CRITICAL,In Progress,NEEDS_INVESTIGATION,2026-03-12 15:13:14,iso_space,CRITICAL,
EDR001627,2026-03-05 15:42:33,D0066,U0345,Unusual Network,antivirus_update.exe,CRITICAL,In Progress,NEEDS_INVESTIGATION,2026-03-05 15:42:33,iso_space,CRITICAL,
EDR001135,2026-03-21 16:13:20,D0059,U0198,PUP Detected,sccm_client.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-21 16:13:20,iso_space,High,
EDR000221,2026-03-16 08:01:22,D0061,U0257,PUP Detected,antivirus_update.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-16 08:01:22,iso_space,medium,
EDR000633,2026-03-08 13:18:58,D0102,U0366,Suspicious Process,python.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-08 13:18:58,iso_space,MEDIUM,
EDR000914,2026-03-04 16:11:21,D0011,U0012,PUP Detected,python.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-04T16:11:21Z,iso_z,MEDIUM,
EDR000865,2026-03-11 14:11:01,D0009,U0393,Suspicious Process,chrome.exe,MEDIUM,Closed,,2026-03-11 14:11:01,iso_space,Medium,MISSING_ANALYST_DECISION
EDR000840,2026-03-16 09:27:36,D0011,U0122,Suspicious Process,sccm_client.exe,HIGH,Open,FALSE_POSITIVE,2026-03-16 09:27:36,iso_space,high,
EDR000441,2026-03-20 19:06:57,D0036,U0296,Unusual Network,antivirus_update.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-20 19:06:57,iso_space,medium,
EDR000088,2026-03-14 13:32:43,D0058,U0296,Unusual Network,teams.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-14 13:32:43,iso_space,medium,
EDR001485,2026-03-11 15:12:00,D0146,U0251,Suspicious Process,backup_agent.exe,HIGH,Closed,,2026-03-11 15:12:00,iso_space,HIGH,MISSING_ANALYST_DECISION
EDR001187,2026-03-11 00:18:00,D0062,U0007,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T00:18:00Z,iso_z,HIGH,
EDR001401,2026-03-11 11:00:00,D0137,U0210,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T11:00:00Z,iso_z,high,
EDR000655,2026-03-09 19:01:17,D0105,U0274,Unusual Network,sccm_client.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-09T19:01:17Z,iso_z,MEDIUM,
EDR000444,2026-03-14 18:58:29,D0176,U0195,Suspicious Process,outlook.exe,LOW,Open,FALSE_POSITIVE,2026-03-14 18:58:29,iso_space,Low,
EDR001316,2026-03-11 06:45:00,D0096,U0299,Suspicious Process,backup_agent.exe,HIGH,Closed,,2026-03-11 06:45:00,iso_space,High,MISSING_ANALYST_DECISION
EDR001816,2026-03-12 04:30:00,D0003,U0007,Persistence Attempt,rundll32.exe,CRITICAL,In Progress,NEEDS_INVESTIGATION,2026-03-12T04:30:00Z,iso_z,critical,
EDR000524,2026-03-16 12:37:16,D0055,U0326,PUP Detected,outlook.exe,LOW,Closed,,2026-03-16 12:37:16,iso_space,Low,MISSING_ANALYST_DECISION
EDR001776,2026-03-12 02:30:00,D0003,U0007,PowerShell Abuse,cryptolock.exe,CRITICAL,Open,TRUE_POSITIVE,2026-03-12T02:30:00Z,iso_z,critical,
EDR001081,2026-03-06 12:03:41,D0005,U0193,Unusual Network,python.exe,LOW,Closed,,2026-03-06 12:03:41,iso_space,low,MISSING_ANALYST_DECISION
EDR000114,2026-03-22 17:59:01,D0017,U0322,Unusual Network,outlook.exe,HIGH,Open,FALSE_POSITIVE,2026-03-22 17:59:01,iso_space,HIGH,
EDR000051,2026-03-10 11:04:56,D0129,U0125,PUP Detected,sccm_client.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-10 11:04:56,iso_space,High,
EDR000683,2026-03-17 17:58:30,D0125,U0027,Unusual Network,antivirus_update.exe,LOW,Open,,2026-03-17T17:58:30Z,iso_z,LOW,MISSING_ANALYST_DECISION
EDR001290,2026-03-11 05:27:00,D0109,U0313,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T05:27:00Z,iso_z,high,
EDR000966,2026-03-16 15:28:40,D0045,U0141,Suspicious Process,python.exe,LOW,Closed,FALSE_POSITIVE,2026-03-16 15:28:40,iso_space,low,
EDR000953,2026-03-09 16:08:22,D0097,U0338,Unusual Network,sccm_client.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-09 16:08:22,iso_space,medium,
EDR001284,2026-03-11 05:09:00,D0092,U0283,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11T05:09:00Z,iso_z,HIGH,
EDR001643,2026-03-10 14:36:38,D0057,U0133,Ransomware Behaviour,rundll32.exe,MEDIUM,Open,NEEDS_INVESTIGATION,2026-03-10T14:36:38Z,iso_z,MEDIUM,
EDR001584,2026-03-16 18:40:58,D0039,U0041,Ransomware Behaviour,teams.exe,HIGH,Open,,2026-03-16 18:40:58,iso_space,HIGH,MISSING_ANALYST_DECISION
EDR000744,2026-03-22 18:32:14,D0132,U0106,Unusual Network,antivirus_update.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-22 18:32:14,iso_space,high,
EDR001007,2026-03-06 13:22:55,D0100,U0036,Suspicious Process,outlook.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-06 13:22:55,iso_space,High,
EDR001745,2026-03-06 14:45:13,D0136,U0153,Credential Access,psexec.exe,CRITICAL,Closed,,2026-03-06 14:45:13,iso_space,Critical,MISSING_ANALYST_DECISION
EDR001681,2026-03-22 16:27:20,D0173,U0004,Persistence Attempt,antivirus_update.exe,CRITICAL,In Progress,NEEDS_INVESTIGATION,2026-03-22 16:27:20,iso_space,Critical,
EDR001514,2026-03-11 16:39:00,D0147,U0386,Suspicious Process,backup_agent.exe,HIGH,Closed,,2026-03-11 16:39:00,iso_space,high,MISSING_ANALYST_DECISION
EDR000815,2026-03-10 09:02:57,D0012,U0030,PUP Detected,sccm_client.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-10 09:02:57,iso_space,LOW,
EDR000638,2026-03-18 12:07:28,D0035,U0359,PUP Detected,antivirus_update.exe,HIGH,Open,,2026-03-18 12:07:28,iso_space,high,MISSING_ANALYST_DECISION
EDR000531,2026-03-09 16:54:57,D0053,U0392,PUP Detected,inventory_scan.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-09 16:54:57,iso_space,medium,
EDR001214,2026-03-11 01:39:00,D0079,U0119,Suspicious Process,backup_agent.exe,HIGH,Closed,,2026-03-11 01:39:00,iso_space,High,MISSING_ANALYST_DECISION
EDR001658,2026-03-09 14:09:03,D0097,U0090,Credential Access,powershell_enc.exe,CRITICAL,Closed,FALSE_POSITIVE,2026-03-09 14:09:03,iso_space,CRITICAL,
EDR001660,2026-03-20 17:15:19,D0140,U0355,PowerShell Abuse,rundll32.exe,CRITICAL,Closed,FALSE_POSITIVE,2026-03-20 17:15:19,iso_space,CRITICAL,
EDR000311,2026-03-11 15:02:33,D0156,U0146,PUP Detected,antivirus_update.exe,LOW,Open,FALSE_POSITIVE,2026-03-11 15:02:33,iso_space,low,
EDR001553,2026-03-11 18:36:00,D0117,U0278,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 18:36:00,iso_space,HIGH,
EDR001667,2026-03-10 10:25:56,D0036,U0264,Unusual Network,mimikatz.exe,HIGH,In Progress,NEEDS_INVESTIGATION,2026-03-10 10:25:56,iso_space,high,
EDR001052,2026-03-09 10:42:20,D0199,U0363,Unusual Network,chrome.exe,LOW,Closed,FALSE_POSITIVE,2026-03-09T10:42:20Z,iso_z,Low,
EDR000662,2026-03-21 10:25:11,D0053,U0313,Unusual Network,chrome.exe,LOW,Closed,FALSE_POSITIVE,2026-03-21 10:25:11,iso_space,low,
EDR000525,2026-03-04 13:08:15,D0016,U0004,Unusual Network,outlook.exe,HIGH,Open,FALSE_POSITIVE,2026-03-04 13:08:15,iso_space,high,
EDR000056,2026-03-04 08:56:48,D0024,U0223,PUP Detected,chrome.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-04 08:56:48,iso_space,high,
EDR000700,2026-03-10 12:44:12,D0145,U0112,Suspicious Process,python.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-10 12:44:12,iso_space,Medium,
EDR001142,2026-03-19 11:48:26,D0011,U0229,Unusual Network,python.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-19 11:48:26,iso_space,HIGH,
EDR001555,2026-03-11 18:42:00,D0056,U0262,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 18:42:00,iso_space,HIGH,
EDR000429,2026-03-10 10:04:21,D0135,U0287,Unusual Network,antivirus_update.exe,LOW,Closed,,2026-03-10 10:04:21,iso_space,low,MISSING_ANALYST_DECISION
EDR001249,2026-03-11 03:24:00,D0137,U0274,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 03:24:00,iso_space,HIGH,
EDR000392,2026-03-09 12:20:30,D0052,U0347,Suspicious Process,teams.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-09 12:20:30,iso_space,High,
EDR000064,2026-03-11 15:19:00,D0153,U0362,Suspicious Process,python.exe,HIGH,Open,FALSE_POSITIVE,2026-03-11 15:19:00,iso_space,High,
EDR000182,2026-03-03 17:17:25,D0155,U0033,PUP Detected,python.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-03T17:17:25Z,iso_z,Medium,
EDR001356,2026-03-11 08:45:00,D0070,U0121,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 08:45:00,iso_space,HIGH,
EDR001248,2026-03-11 03:21:00,D0130,U0250,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 03:21:00,iso_space,HIGH,
EDR000810,2026-03-07 15:55:51,D0130,U0136,Unusual Network,antivirus_update.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-07 15:55:51,iso_space,MEDIUM,
EDR000496,2026-03-05 11:29:31,D0192,U0346,Suspicious Process,teams.exe,MEDIUM,Closed,,2026-03-05T11:29:31Z,iso_z,MEDIUM,MISSING_ANALYST_DECISION
EDR000897,2026-03-15 12:43:28,D0140,U0043,Unusual Network,chrome.exe,LOW,Closed,FALSE_POSITIVE,2026-03-15 12:43:28,iso_space,low,
EDR001084,2026-03-08 19:27:00,D0109,U0004,Suspicious Process,teams.exe,HIGH,Open,FALSE_POSITIVE,2026-03-08 19:27:00,iso_space,high,
EDR000806,2026-03-10 08:30:27,D0059,U0102,Suspicious Process,outlook.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-10 08:30:27,iso_space,High,
EDR000583,2026-03-22 10:53:36,D0151,U0111,PUP Detected,inventory_scan.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-22T10:53:36Z,iso_z,Medium,
EDR000447,2026-03-17 14:12:02,D0176,U0364,Suspicious Process,teams.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-17 14:12:02,iso_space,MEDIUM,
EDR000117,2026-03-18 15:58:39,D0194,U0072,PUP Detected,python.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-18 15:58:39,iso_space,low,
EDR001493,2026-03-11 15:36:00,D0096,U0284,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 15:36:00,iso_space,HIGH,
EDR001361,2026-03-11 09:00:00,D0155,U0120,Suspicious Process,backup_agent.exe,HIGH,Closed,,2026-03-11 09:00:00,iso_space,HIGH,MISSING_ANALYST_DECISION
EDR000831,2026-03-19 19:22:07,D0194,U0216,PUP Detected,python.exe,LOW,Open,FALSE_POSITIVE,2026-03-19 19:22:07,iso_space,low,
EDR001503,2026-03-11 16:06:00,D0082,U0058,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 16:06:00,iso_space,High,
EDR000976,2026-03-09 17:06:45,D0152,U0211,Unusual Network,inventory_scan.exe,HIGH,Open,FALSE_POSITIVE,2026-03-09 17:06:45,iso_space,high,
EDR001128,2026-03-10 18:41:14,D0035,U0258,Suspicious Process,outlook.exe,HIGH,Open,,2026-03-10 18:41:14,iso_space,high,MISSING_ANALYST_DECISION
EDR000147,2026-03-21 14:21:28,D0081,U0016,PUP Detected,inventory_scan.exe,LOW,Closed,,2026-03-21 14:21:28,iso_space,low,MISSING_ANALYST_DECISION
EDR000664,2026-03-16 12:46:36,D0167,U0035,Unusual Network,python.exe,MEDIUM,Open,,2026-03-16 12:46:36,iso_space,medium,MISSING_ANALYST_DECISION
EDR000777,2026-03-09 14:11:39,D0147,U0176,Suspicious Process,inventory_scan.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-09T14:11:39Z,iso_z,HIGH,
EDR000387,2026-03-08 14:04:23,D0061,U0305,Unusual Network,python.exe,LOW,Open,FALSE_POSITIVE,2026-03-08 14:04:23,iso_space,LOW,
EDR001003,2026-03-21 16:42:19,D0187,U0100,Suspicious Process,antivirus_update.exe,LOW,Closed,FALSE_POSITIVE,2026-03-21 16:42:19,iso_space,Low,
EDR001772,2026-03-13 16:46:09,D0089,U0232,Malware Signature,rundll32.exe,CRITICAL,Closed,TRUE_POSITIVE,2026-03-13 16:46:09,iso_space,critical,
EDR000804,2026-03-16 13:12:44,D0140,U0226,Unusual Network,sccm_client.exe,HIGH,In Progress,FALSE_POSITIVE,2026-03-16 13:12:44,iso_space,High,
EDR000222,2026-03-17 12:46:13,D0149,U0196,Suspicious Process,chrome.exe,LOW,Closed,,2026-03-17T12:46:13Z,iso_z,Low,MISSING_ANALYST_DECISION
EDR000487,2026-03-13 08:45:20,D0149,U0348,PUP Detected,sccm_client.exe,LOW,Open,,2026-03-13 08:45:20,iso_space,LOW,MISSING_ANALYST_DECISION
EDR000100,2026-03-13 10:11:07,D0091,U0113,Suspicious Process,outlook.exe,LOW,In Progress,FALSE_POSITIVE,2026-03-13 10:11:07,iso_space,LOW,
EDR001603,2026-03-13 10:11:48,D0048,U0273,Ransomware Behaviour,inventory_scan.exe,LOW,Open,NEEDS_INVESTIGATION,2026-03-13T10:11:48Z,iso_z,LOW,
EDR001161,2026-03-19 09:51:40,D0192,U0031,Unusual Network,inventory_scan.exe,LOW,Open,FALSE_POSITIVE,2026-03-19 09:51:40,iso_space,LOW,
EDR000946,2026-03-22 11:40:48,D0163,U0387,PUP Detected,chrome.exe,LOW,Open,FALSE_POSITIVE,2026-03-22 11:40:48,iso_space,LOW,
EDR000759,2026-03-14 11:39:34,D0037,U0068,PUP Detected,inventory_scan.exe,HIGH,Open,FALSE_POSITIVE,2026-03-14T11:39:34Z,iso_z,high,
EDR001046,2026-03-13 18:46:56,D0123,U0047,PUP Detected,outlook.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-13T18:46:56Z,iso_z,MEDIUM,
EDR000512,2026-03-08 13:29:33,D0176,U0268,Suspicious Process,inventory_scan.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-08 13:29:33,iso_space,medium,
EDR000713,2026-03-06 11:17:59,D0068,U0244,PUP Detected,chrome.exe,LOW,Closed,FALSE_POSITIVE,2026-03-06 11:17:59,iso_space,low,
EDR000382,2026-03-18 10:06:09,D0071,U0150,Unusual Network,inventory_scan.exe,LOW,Closed,FALSE_POSITIVE,2026-03-18T10:06:09Z,iso_z,LOW,
EDR000390,2026-03-05 15:50:18,D0119,U0037,Suspicious Process,inventory_scan.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-05T15:50:18Z,iso_z,high,
EDR001474,2026-03-11 14:39:00,D0175,U0074,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 14:39:00,iso_space,high,
EDR000169,2026-03-10 19:58:08,D0177,U0238,PUP Detected,teams.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-10 19:58:08,iso_space,Medium,
EDR000139,2026-03-17 14:42:49,D0193,U0198,Suspicious Process,outlook.exe,MEDIUM,Open,FALSE_POSITIVE,2026-03-17 14:42:49,iso_space,MEDIUM,
EDR000098,2026-03-15 14:29:59,D0022,U0111,Suspicious Process,outlook.exe,LOW,Closed,FALSE_POSITIVE,2026-03-15 14:29:59,iso_space,Low,
EDR000249,2026-03-06 16:43:33,D0154,U0237,Suspicious Process,python.exe,LOW,Closed,FALSE_POSITIVE,2026-03-06T16:43:33Z,iso_z,LOW,
EDR001398,2026-03-11 10:51:00,D0103,U0017,Suspicious Process,backup_agent.exe,HIGH,Closed,FALSE_POSITIVE,2026-03-11 10:51:00,iso_space,High,
EDR000125,2026-03-21 13:35:14,D0109,U0161,PUP Detected,teams.exe,MEDIUM,In Progress,FALSE_POSITIVE,2026-03-21 13:35:14,iso_space,Medium,
EDR000813,2026-03-06 17:04:19,D0023,U0322,PUP Detected,chrome.exe,MEDIUM,Closed,FALSE_POSITIVE,2026-03-06 17:04:19,iso_space,medium,
