event_id,timestamp,user_id,src_ip,device_id,event_type,authentication_result,location,severity,timestamp_raw,timestamp_format_raw,src_ip_raw,authentication_result_raw,severity_raw,quality_flags
AUTH002271,2026-03-12 08:16:15,U0007,10.21.200.172,D0187,LOGOUT,SUCCESS,Bordeaux,MEDIUM,2026-03-12T08:16:15Z,iso_z,10.21.200.172,SUCCESS,medium,
AUTH000923,2026-03-05 09:04:57,U0382,10.20.184.60,D0080,MFA_CHALLENGE,FAILURE,Toulouse,LOW,2026-03-05T09:04:57Z,iso_z,10.20.184.60,FAILED,LOW,
AUTH001334,2026-03-08 15:09:00,U0202,10.38.102.59,D0054,MFA_CHALLENGE,SUCCESS,Paris,LOW,08/03/2026 15:09,fr_minute,10.38.102.59,Success,Low,
AUTH002738,2026-03-20 18:54:00,U0240,10.38.196.65,D0196,LOGIN,SUCCESS,Marseille,MEDIUM,20/03/2026 18:54,fr_minute,10.38.196.65,success,MEDIUM,
AUTH002255,2026-03-15 11:00:34,U0221,10.27.122.163,D0014,LOGOUT,FAILURE,Bordeaux,LOW,2026-03-15T11:00:34Z,iso_z,10.27.122.163,FAILED,LOW,
AUTH003285,2026-03-03 18:46:10,U0366,10.13.105.231,D0183,RDP_SESSION,SUCCESS,Paris,MEDIUM,2026-03-03T18:46:10Z,iso_z,10.13.105.231,Success,Medium,
AUTH000226,2026-03-21 16:50:01,U0324,10.15.42.232,D0100,MFA_CHALLENGE,SUCCESS,Lille,MEDIUM,2026-03-21T16:50:01Z,iso_z,10.15.42.232,success,MEDIUM,
AUTH000081,2026-03-15 11:04:00,U0319,10.44.240.147,D0076,LOGIN,SUCCESS,Toulouse,MEDIUM,15/03/2026 11:04,fr_minute,10.44.240.147,SUCCESS,MEDIUM,
AUTH003923,2026-03-20 15:02:00,U0078,10.28.4.106,D0179,LOGIN,SUCCESS,Marseille,MEDIUM,20/03/2026 15:02,fr_minute,10.28.4.106,success,medium,
AUTH004644,2026-03-09 08:36:18,U0334,10.21.242.167,D0101,LOGIN,FAILURE,Lyon,MEDIUM,2026-03-09 08:36:18,iso_space,10.21.242.167,FAILED,medium,
AUTH000461,2026-03-18 14:42:44,U0349,10.37.164.26,D0099,MFA_CHALLENGE,SUCCESS,Lyon,MEDIUM,2026-03-18T14:42:44Z,iso_z,10.37.164.26,Success,Medium,
AUTH001367,2026-03-02 18:19:00,U0284,10.16.80.189,D0081,VPN_CONNECT,SUCCESS,Marseille,LOW,02/03/2026 18:19,fr_minute,10.16.80.189,Success,Low,
AUTH003375,2026-03-19 03:34:00,U0205,10.1.213.250,D0080,VPN_CONNECT,SUCCESS,Lyon,MEDIUM,19/03/2026 03:34,fr_minute,10.1.213.250,Success,Medium,
AUTH000573,2026-03-17 11:53:57,U0187,10.40.142.239,D0051,PASSWORD_CHANGE,SUCCESS,Bordeaux,MEDIUM,2026-03-17T11:53:57Z,iso_z,10.40.142.239,Success,MEDIUM,
AUTH002759,2026-03-02 08:32:54,U0189,10.46.156.149,D0187,PASSWORD_CHANGE,SUCCESS,Marseille,LOW,2026-03-02T08:32:54Z,iso_z,10.46.156.149,Success,low,
AUTH000470,2026-03-06 03:11:28,U0330,,D0193,RDP_SESSION,SUCCESS,Toulouse,LOW,2026-03-06 03:11:28,iso_space,300.300.300.300,SUCCESS,LOW,INVALID_SRC_IP
AUTH004822,2026-03-21 11:01:00,U0091,10.27.133.209,D9004,LOGIN,SUCCESS,Marseille,LOW,21/03/2026 11:01,fr_minute,10.27.133.209,success,low,UNKNOWN_DEVICE_REF
AUTH000963,2026-03-11 08:30:00,U0277,10.16.91.188,D0181,LOGIN,SUCCESS,Lille,LOW,11/03/2026 08:30,fr_minute,10.16.91.188,Success,low,
AUTH001895,2026-03-09 08:25:13,U0177,10.7.122.50,D0061,VPN_CONNECT,SUCCESS,Paris,MEDIUM,2026-03-09T08:25:13Z,iso_z,10.7.122.50,Success,MEDIUM,
AUTH004785,2026-03-16 15:32:10,U0232,10.2.130.46,D9007,LOGIN,SUCCESS,Bordeaux,LOW,2026-03-16T15:32:10Z,iso_z,10.2.130.46,SUCCESS,low,UNKNOWN_DEVICE_REF
AUTH002660,2026-03-12 12:43:55,U0036,10.32.228.241,D0033,VPN_CONNECT,SUCCESS,Marseille,MEDIUM,2026-03-12 12:43:55,iso_space,10.32.228.241,Success,MEDIUM,
AUTH003941,2026-03-12 17:57:00,U0065,10.2.248.179,D0141,RDP_SESSION,SUCCESS,Lyon,MEDIUM,12/03/2026 17:57,fr_minute,10.2.248.179,Success,medium,
AUTH001350,2026-03-03 08:34:00,U0037,10.40.220.126,D0153,LOGOUT,SUCCESS,Lille,MEDIUM,03/03/2026 08:34,fr_minute,10.40.220.126,success,MEDIUM,
AUTH004680,2026-03-05 15:22:57,U0185,10.11.178.210,D0032,LOGIN,FAILURE,Marseille,MEDIUM,2026-03-05 15:22:57,iso_space,10.11.178.210,failed,medium,
AUTH004267,2026-03-12 09:02:27,U0224,10.8.74.18,D0003,LOGOUT,SUCCESS,Bordeaux,LOW,2026-03-12 09:02:27,iso_space,10.8.74.18,success,LOW,
AUTH003367,2026-03-03 17:42:41,U0294,10.34.232.29,D0065,LOGOUT,SUCCESS,Bordeaux,LOW,2026-03-03 17:42:41,iso_space,10.34.232.29,Success,Low,
AUTH000493,2026-03-04 11:24:37,U0233,10.29.219.161,D0196,LOGIN,SUCCESS,Paris,LOW,2026-03-04 11:24:37,iso_space,10.29.219.161,success,LOW,
AUTH003741,2026-03-22 16:45:55,U0037,10.42.218.123,D0079,PASSWORD_CHANGE,SUCCESS,Marseille,MEDIUM,2026-03-22 16:45:55,iso_space,10.42.218.123,Success,medium,
AUTH004547,2026-03-12 15:24:13,U0273,10.19.209.246,D0069,PASSWORD_CHANGE,FAILURE,Toulouse,MEDIUM,2026-03-12T15:24:13Z,iso_z,10.19.209.246,FAILURE,MEDIUM,
AUTH001338,2026-03-21 09:38:15,U0081,10.2.169.107,D0081,MFA_CHALLENGE,SUCCESS,Nantes,MEDIUM,2026-03-21 09:38:15,iso_space,10.2.169.107,success,Medium,
AUTH004619,2026-03-03 14:37:48,U0016,10.31.235.249,D0061,LOGIN,SUCCESS,Toulouse,MEDIUM,2026-03-03T14:37:48Z,iso_z,10.31.235.249,Success,MEDIUM,
AUTH004728,2026-03-10 13:06:49,U0042,10.17.70.4,D0161,VPN_CONNECT,SUCCESS,Lyon,MEDIUM,2026-03-10 13:06:49,iso_space,10.17.70.4,success,medium,
AUTH003554,2026-03-17 19:03:21,U0007,10.20.202.158,D0090,LOGIN,SUCCESS,Bordeaux,MEDIUM,2026-03-17 19:03:21,iso_space,10.20.202.158,Success,Medium,
AUTH004458,2026-03-03 19:25:17,U0358,10.40.243.123,D0062,MFA_CHALLENGE,SUCCESS,Nantes,MEDIUM,2026-03-03T19:25:17Z,iso_z,10.40.243.123,Success,medium,
AUTH003015,2026-03-04 17:46:00,U0207,10.48.146.243,D0055,VPN_CONNECT,SUCCESS,Paris,MEDIUM,04/03/2026 17:46,fr_minute,10.48.146.243,SUCCESS,MEDIUM,
AUTH000235,2026-03-07 15:27:59,U0198,10.24.102.108,D0090,MFA_CHALLENGE,SUCCESS,Lille,MEDIUM,2026-03-07T15:27:59Z,iso_z,10.24.102.108,SUCCESS,Medium,
AUTH000746,2026-03-21 18:16:25,U0137,10.7.97.187,D0136,RDP_SESSION,SUCCESS,Paris,LOW,2026-03-21T18:16:25Z,iso_z,10.7.97.187,success,Low,
AUTH003904,2026-03-07 19:22:50,U0347,10.15.94.122,D0196,MFA_CHALLENGE,SUCCESS,Marseille,LOW,2026-03-07T19:22:50Z,iso_z,10.15.94.122,SUCCESS,low,
AUTH004336,2026-03-16 15:21:36,U0123,10.14.111.200,D0039,VPN_CONNECT,SUCCESS,Bordeaux,LOW,2026-03-16T15:21:36Z,iso_z,10.14.111.200,SUCCESS,LOW,
AUTH001067,2026-03-08 15:49:39,U0394,10.34.129.180,D0188,PASSWORD_CHANGE,SUCCESS,Nantes,MEDIUM,2026-03-08 15:49:39,iso_space,10.34.129.180,Success,MEDIUM,
AUTH004244,2026-03-04 13:03:54,U0330,10.14.61.188,D0005,LOGOUT,SUCCESS,Nantes,MEDIUM,2026-03-04 13:03:54,iso_space,10.14.61.188,SUCCESS,MEDIUM,
AUTH002988,2026-03-17 19:06:03,U0050,10.7.73.252,D0090,LOGIN,SUCCESS,Lille,LOW,2026-03-17T19:06:03Z,iso_z,10.7.73.252,success,LOW,
AUTH000668,2026-03-18 09:54:19,U0069,10.45.85.245,D0127,VPN_CONNECT,SUCCESS,Nantes,LOW,2026-03-18T09:54:19Z,iso_z,10.45.85.245,success,Low,
AUTH004309,2026-03-12 14:33:40,U0112,10.23.181.227,D0068,LOGIN,SUCCESS,Lille,LOW,2026-03-12T14:33:40Z,iso_z,10.23.181.227,success,low,
AUTH004194,2026-03-18 10:05:29,U0082,10.48.205.244,D0162,VPN_CONNECT,SUCCESS,Lille,LOW,2026-03-18 10:05:29,iso_space,10.48.205.244,success,LOW,
AUTH000113,2026-03-07 16:05:00,U0213,10.0.239.96,D0066,LOGOUT,SUCCESS,Bordeaux,LOW,07/03/2026 16:05,fr_minute,10.0.239.96,success,LOW,
AUTH001357,2026-03-12 09:27:00,U0165,10.12.32.177,D0179,VPN_CONNECT,SUCCESS,Bordeaux,MEDIUM,12/03/2026 09:27,fr_minute,10.12.32.177,success,MEDIUM,
AUTH003128,2026-03-22 12:21:00,U0193,10.36.166.78,D0044,PASSWORD_CHANGE,SUCCESS,Lille,MEDIUM,22/03/2026 12:21,fr_minute,10.36.166.78,Success,MEDIUM,
AUTH003992,2026-03-03 13:56:36,U0354,10.38.221.169,D0128,PASSWORD_CHANGE,SUCCESS,Nantes,LOW,2026-03-03 13:56:36,iso_space,10.38.221.169,SUCCESS,Low,
AUTH000284,2026-03-19 11:18:58,U0112,10.33.49.78,D0052,VPN_CONNECT,SUCCESS,Paris,MEDIUM,2026-03-19T11:18:58Z,iso_z,10.33.49.78,SUCCESS,MEDIUM,
AUTH002376,2026-03-17 08:57:15,U0317,10.40.174.212,D0148,MFA_CHALLENGE,SUCCESS,Bordeaux,LOW,2026-03-17 08:57:15,iso_space,10.40.174.212,SUCCESS,Low,
AUTH003709,2026-03-19 15:08:00,U0271,10.39.52.25,D0172,VPN_CONNECT,SUCCESS,Toulouse,MEDIUM,19/03/2026 15:08,fr_minute,10.39.52.25,Success,Medium,
AUTH003768,2026-03-03 09:13:52,U0378,10.10.136.115,D0092,VPN_CONNECT,SUCCESS,Marseille,LOW,2026-03-03 09:13:52,iso_space,10.10.136.115,SUCCESS,low,
AUTH003797,2026-03-14 04:20:35,U0199,10.2.198.165,D0198,LOGOUT,SUCCESS,Paris,MEDIUM,2026-03-14 04:20:35,iso_space,10.2.198.165,Success,medium,
AUTH001026,2026-03-17 14:37:12,U0173,10.16.74.228,D0191,LOGIN,SUCCESS,Lyon,LOW,2026-03-17 14:37:12,iso_space,10.16.74.228,success,Low,
AUTH004158,2026-03-03 12:03:00,U0379,10.45.198.143,D0087,RDP_SESSION,SUCCESS,Nantes,MEDIUM,03/03/2026 12:03,fr_minute,10.45.198.143,success,MEDIUM,
AUTH000773,2026-03-08 14:52:55,U0207,10.19.210.105,D0172,LOGIN,SUCCESS,Lille,LOW,2026-03-08T14:52:55Z,iso_z,10.19.210.105,Success,LOW,
AUTH004431,2026-03-20 11:57:00,U0230,10.9.30.15,D0113,RDP_SESSION,SUCCESS,Toulouse,LOW,20/03/2026 11:57,fr_minute,10.9.30.15,Success,LOW,
AUTH000424,2026-03-07 09:05:00,U0297,10.47.127.54,D0101,LOGOUT,SUCCESS,Marseille,LOW,07/03/2026 09:05,fr_minute,10.47.127.54,success,Low,
AUTH002137,2026-03-04 14:43:27,U0210,10.42.234.123,D0097,MFA_CHALLENGE,SUCCESS,Nantes,MEDIUM,2026-03-04T14:43:27Z,iso_z,10.42.234.123,Success,Medium,
AUTH000623,2026-03-09 14:35:16,U0144,10.17.61.250,D0055,LOGOUT,SUCCESS,Marseille,MEDIUM,2026-03-09T14:35:16Z,iso_z,10.17.61.250,Success,MEDIUM,
AUTH001729,2026-03-15 14:39:45,U0043,10.2.13.199,D0155,RDP_SESSION,SUCCESS,Bordeaux,LOW,2026-03-15 14:39:45,iso_space,10.2.13.199,success,low,
AUTH002488,2026-03-03 11:09:19,U0037,10.4.46.243,D0096,LOGOUT,SUCCESS,Marseille,LOW,2026-03-03 11:09:19,iso_space,10.4.46.243,Success,low,
AUTH003933,2026-03-16 16:39:57,U0325,10.28.157.26,D0157,PASSWORD_CHANGE,FAILURE,Nantes,MEDIUM,2026-03-16T16:39:57Z,iso_z,10.28.157.26,Failed,medium,
AUTH002289,2026-03-04 09:11:50,U0093,10.0.95.215,D0037,LOGIN,SUCCESS,Lille,LOW,2026-03-04T09:11:50Z,iso_z,10.0.95.215,success,low,
AUTH004196,2026-03-03 15:22:00,U0190,10.40.243.44,D0091,MFA_CHALLENGE,SUCCESS,Bordeaux,MEDIUM,03/03/2026 15:22,fr_minute,10.40.243.44,SUCCESS,Medium,
AUTH003779,2026-03-14 12:16:17,U0176,10.16.89.170,D0107,VPN_CONNECT,SUCCESS,Bordeaux,LOW,2026-03-14 12:16:17,iso_space,10.16.89.170,Success,LOW,
AUTH002388,2026-03-18 10:08:37,,10.2.236.76,D0081,PASSWORD_CHANGE,SUCCESS,Toulouse,MEDIUM,2026-03-18T10:08:37Z,iso_z,10.2.236.76,SUCCESS,Medium,MISSING_USER_ID
AUTH002087,2026-03-09 15:55:29,U0377,10.0.53.33,D0115,VPN_CONNECT,SUCCESS,Bordeaux,MEDIUM,2026-03-09T15:55:29Z,iso_z,10.0.53.33,Success,medium,
AUTH000310,2026-03-11 19:18:10,U0013,10.26.132.99,D0086,MFA_CHALLENGE,SUCCESS,Nantes,LOW,2026-03-11T19:18:10Z,iso_z,10.26.132.99,Success,Low,
AUTH002573,2026-03-05 13:48:21,U0035,10.34.83.64,D0138,MFA_CHALLENGE,SUCCESS,Toulouse,MEDIUM,2026-03-05T13:48:21Z,iso_z,10.34.83.64,success,Medium,
AUTH000166,2026-03-02 15:56:02,U0173,10.3.150.29,D0143,LOGOUT,SUCCESS,Marseille,MEDIUM,2026-03-02 15:56:02,iso_space,10.3.150.29,success,medium,
AUTH000598,2026-03-20 17:01:15,U0097,10.32.131.41,D0054,PASSWORD_CHANGE,SUCCESS,Lyon,MEDIUM,2026-03-20 17:01:15,iso_space,10.32.131.41,SUCCESS,medium,
AUTH000015,2026-03-19 09:44:46,U0094,10.2.47.227,D0067,LOGIN,SUCCESS,Bordeaux,LOW,2026-03-19 09:44:46,iso_space,10.2.47.227,success,low,
AUTH003726,2026-03-06 13:28:58,U0167,10.7.114.163,D0163,PASSWORD_CHANGE,SUCCESS,Toulouse,LOW,2026-03-06 13:28:58,iso_space,10.7.114.163,SUCCESS,Low,
AUTH000248,2026-03-06 10:54:32,U0318,10.36.65.138,D0115,VPN_CONNECT,SUCCESS,Lyon,MEDIUM,2026-03-06 10:54:32,iso_space,10.36.65.138,Success,medium,
AUTH001718,2026-03-22 10:14:54,U0221,10.20.46.43,D0069,VPN_CONNECT,SUCCESS,Marseille,MEDIUM,2026-03-22T10:14:54Z,iso_z,10.20.46.43,SUCCESS,Medium,
AUTH004262,2026-03-08 19:33:45,U0036,10.36.126.86,D0171,LOGIN,SUCCESS,Lyon,LOW,2026-03-08 19:33:45,iso_space,10.36.126.86,SUCCESS,LOW,
AUTH000011,2026-03-15 08:35:51,U0317,10.15.100.58,D0072,RDP_SESSION,SUCCESS,Bordeaux,MEDIUM,2026-03-15T08:35:51Z,iso_z,10.15.100.58,SUCCESS,medium,
AUTH002810,2026-03-04 11:28:00,U0342,10.3.153.215,D0111,MFA_CHALLENGE,SUCCESS,Nantes,LOW,04/03/2026 11:28,fr_minute,10.3.153.215,SUCCESS,low,
AUTH001459,2026-03-17 10:59:00,U0355,10.11.189.223,D0181,MFA_CHALLENGE,SUCCESS,Marseille,LOW,17/03/2026 10:59,fr_minute,10.11.189.223,Success,LOW,
AUTH001005,2026-03-18 15:15:20,U0018,10.23.181.121,D0111,RDP_SESSION,SUCCESS,Nantes,LOW,2026-03-18 15:15:20,iso_space,10.23.181.121,success,low,
AUTH002464,2026-03-15 14:19:41,U0189,10.41.25.209,D0152,LOGOUT,SUCCESS,Paris,MEDIUM,2026-03-15 14:19:41,iso_space,10.41.25.209,Success,Medium,
AUTH004761,2026-03-05 12:35:00,,10.16.237.118,D0120,LOGIN,SUCCESS,Bordeaux,LOW,05/03/2026 12:35,fr_minute,10.16.237.118,Success,low,MISSING_USER_ID
AUTH002220,2026-03-22 13:04:57,U0009,10.48.123.3,D0173,LOGOUT,SUCCESS,Bordeaux,LOW,2026-03-22 13:04:57,iso_space,10.48.123.3,success,LOW,
AUTH002736,2026-03-17 09:24:06,U0129,10.47.98.99,D0030,MFA_CHALLENGE,SUCCESS,Lille,LOW,2026-03-17T09:24:06Z,iso_z,10.47.98.99,success,LOW,
AUTH000621,2026-03-14 15:48:55,U0319,10.31.206.245,D0028,VPN_CONNECT,SUCCESS,Lyon,LOW,2026-03-14T15:48:55Z,iso_z,10.31.206.245,SUCCESS,Low,
AUTH001030,2026-03-06 13:17:00,U0106,10.2.220.88,D0160,LOGIN,SUCCESS,Marseille,LOW,06/03/2026 13:17,fr_minute,10.2.220.88,Success,Low,
AUTH004148,2026-03-04 14:24:49,U0333,10.9.18.239,D0095,RDP_SESSION,SUCCESS,Paris,LOW,2026-03-04T14:24:49Z,iso_z,10.9.18.239,Success,Low,
AUTH000492,2026-03-04 12:19:09,U0328,10.50.186.153,D0029,LOGIN,SUCCESS,Bordeaux,LOW,2026-03-04T12:19:09Z,iso_z,10.50.186.153,Success,Low,
AUTH000205,2026-03-08 14:41:48,U0219,10.34.106.160,D0154,LOGIN,SUCCESS,Marseille,LOW,2026-03-08 14:41:48,iso_space,10.34.106.160,SUCCESS,Low,
AUTH004445,2026-03-09 11:05:00,U0039,10.2.128.56,D0094,VPN_CONNECT,SUCCESS,Paris,MEDIUM,09/03/2026 11:05,fr_minute,10.2.128.56,success,MEDIUM,
AUTH001579,2026-03-12 17:58:00,U0140,10.40.7.94,D0123,VPN_CONNECT,SUCCESS,Toulouse,MEDIUM,12/03/2026 17:58,fr_minute,10.40.7.94,success,MEDIUM,
AUTH001939,2026-03-21 12:10:43,U0060,10.39.177.250,D0185,PASSWORD_CHANGE,SUCCESS,Lyon,LOW,2026-03-21T12:10:43Z,iso_z,10.39.177.250,Success,LOW,
AUTH003220,2026-03-13 19:33:29,U0318,10.46.173.196,D0174,RDP_SESSION,SUCCESS,Nantes,LOW,2026-03-13 19:33:29,iso_space,10.46.173.196,SUCCESS,low,
AUTH002347,2026-03-13 17:55:00,U0180,10.23.167.36,D0106,LOGIN,SUCCESS,Toulouse,MEDIUM,13/03/2026 17:55,fr_minute,10.23.167.36,SUCCESS,medium,
AUTH002254,2026-03-03 10:59:17,U0174,10.8.87.198,D0195,RDP_SESSION,SUCCESS,Bordeaux,MEDIUM,2026-03-03 10:59:17,iso_space,10.8.87.198,Success,Medium,
AUTH003042,2026-03-03 09:47:00,U0256,10.16.20.108,D0183,PASSWORD_CHANGE,SUCCESS,Lille,LOW,03/03/2026 09:47,fr_minute,10.16.20.108,Success,LOW,
AUTH003029,2026-03-04 01:06:53,U0391,10.33.186.95,D0135,MFA_CHALLENGE,SUCCESS,Paris,LOW,2026-03-04T01:06:53Z,iso_z,10.33.186.95,Success,low,
AUTH000807,2026-03-05 09:37:00,U0359,10.17.221.24,D0077,LOGIN,SUCCESS,Toulouse,LOW,05/03/2026 09:37,fr_minute,10.17.221.24,success,Low,
AUTH001943,2026-03-12 10:03:13,U0279,10.17.99.196,D0085,VPN_CONNECT,SUCCESS,Lille,LOW,2026-03-12T10:03:13Z,iso_z,10.17.99.196,success,LOW,
AUTH001962,2026-03-06 19:36:00,U0123,10.32.187.90,D0038,PASSWORD_CHANGE,SUCCESS,Paris,LOW,06/03/2026 19:36,fr_minute,10.32.187.90,Success,Low,
AUTH004179,2026-03-22 09:40:21,U0169,10.8.73.90,D0146,LOGOUT,SUCCESS,Lille,MEDIUM,2026-03-22 09:40:21,iso_space,10.8.73.90,success,MEDIUM,
AUTH001918,2026-03-16 19:10:28,U0332,10.13.179.200,D0126,LOGOUT,SUCCESS,Lyon,MEDIUM,2026-03-16 19:10:28,iso_space,10.13.179.200,success,medium,
AUTH004329,2026-03-17 15:01:00,,10.8.183.64,D0130,LOGOUT,SUCCESS,Lille,MEDIUM,17/03/2026 15:01,fr_minute,10.8.183.64,success,MEDIUM,MISSING_USER_ID
AUTH002169,2026-03-14 13:48:39,U0333,10.6.8.178,D0111,PASSWORD_CHANGE,SUCCESS,Lille,LOW,2026-03-14T13:48:39Z,iso_z,10.6.8.178,success,LOW,
AUTH004111,2026-03-08 10:24:30,U0191,10.14.62.161,D0037,MFA_CHALLENGE,SUCCESS,Lille,LOW,2026-03-08 10:24:30,iso_space,10.14.62.161,Success,Low,
AUTH004095,2026-03-14 08:16:00,U0194,10.1.1.220,D0181,PASSWORD_CHANGE,SUCCESS,Marseille,MEDIUM,14/03/2026 08:16,fr_minute,10.1.1.220,SUCCESS,Medium,
AUTH004479,2026-03-11 08:31:31,U0152,10.27.210.9,D0059,MFA_CHALLENGE,SUCCESS,Lyon,MEDIUM,2026-03-11T08:31:31Z,iso_z,10.27.210.9,success,medium,
AUTH002801,2026-03-22 15:20:00,U0151,10.11.141.83,D0083,RDP_SESSION,SUCCESS,Lille,LOW,22/03/2026 15:20,fr_minute,10.11.141.83,success,low,
AUTH000776,2026-03-12 14:44:00,U0073,10.47.88.246,D0030,RDP_SESSION,SUCCESS,Toulouse,MEDIUM,2026-03-12T14:44:00Z,iso_z,10.47.88.246,SUCCESS,medium,
AUTH000365,2026-03-10 17:32:10,U0333,10.49.72.58,D0002,MFA_CHALLENGE,SUCCESS,Paris,LOW,2026-03-10 17:32:10,iso_space,10.49.72.58,SUCCESS,Low,
AUTH003764,2026-03-22 13:19:03,U0057,10.24.98.161,D0155,LOGIN,SUCCESS,Marseille,MEDIUM,2026-03-22 13:19:03,iso_space,10.24.98.161,SUCCESS,MEDIUM,
AUTH003480,2026-03-20 15:33:34,U0358,10.4.234.222,D0089,MFA_CHALLENGE,SUCCESS,Bordeaux,LOW,2026-03-20 15:33:34,iso_space,10.4.234.222,SUCCESS,low,
AUTH000405,2026-03-12 08:28:57,U0235,10.21.70.32,D0100,MFA_CHALLENGE,SUCCESS,Bordeaux,MEDIUM,2026-03-12T08:28:57Z,iso_z,10.21.70.32,Success,medium,
AUTH002205,2026-03-06 09:56:35,U0141,10.35.162.121,D0131,LOGIN,SUCCESS,Toulouse,MEDIUM,2026-03-06T09:56:35Z,iso_z,10.35.162.121,SUCCESS,Medium,
AUTH000511,2026-03-22 09:23:35,U0028,10.27.29.8,D0094,PASSWORD_CHANGE,SUCCESS,Toulouse,MEDIUM,2026-03-22T09:23:35Z,iso_z,10.27.29.8,SUCCESS,medium,
AUTH002744,2026-03-20 13:58:11,U0345,10.4.201.57,D0012,MFA_CHALLENGE,SUCCESS,Lyon,LOW,2026-03-20T13:58:11Z,iso_z,10.4.201.57,SUCCESS,Low,
AUTH002982,2026-03-07 09:11:00,U0230,10.38.62.166,D0015,LOGOUT,SUCCESS,Bordeaux,LOW,07/03/2026 09:11,fr_minute,10.38.62.166,success,LOW,
AUTH000935,2026-03-11 13:05:51,U0356,10.6.35.54,D0064,PASSWORD_CHANGE,SUCCESS,Paris,LOW,2026-03-11T13:05:51Z,iso_z,10.6.35.54,success,low,
AUTH002562,2026-03-07 19:55:22,U0148,10.48.195.229,D0152,RDP_SESSION,SUCCESS,Paris,MEDIUM,2026-03-07 19:55:22,iso_space,10.48.195.229,SUCCESS,MEDIUM,
AUTH003219,2026-03-14 13:06:56,U0217,10.46.88.111,D0169,LOGIN,SUCCESS,Nantes,LOW,2026-03-14 13:06:56,iso_space,10.46.88.111,success,low,
AUTH000903,2026-03-18 11:21:20,U0284,10.17.24.208,D0188,VPN_CONNECT,SUCCESS,Marseille,MEDIUM,2026-03-18 11:21:20,iso_space,10.17.24.208,Success,MEDIUM,
AUTH002706,2026-03-12 11:09:00,U0176,10.45.17.245,D0004,LOGIN,SUCCESS,Toulouse,MEDIUM,12/03/2026 11:09,fr_minute,10.45.17.245,success,medium,
AUTH000901,2026-03-03 13:44:00,U0105,10.24.18.107,D0172,LOGOUT,SUCCESS,Toulouse,LOW,03/03/2026 13:44,fr_minute,10.24.18.107,Success,Low,
AUTH001975,2026-03-12 18:12:56,U0315,10.35.201.113,D0060,RDP_SESSION,SUCCESS,Toulouse,LOW,2026-03-12T18:12:56Z,iso_z,10.35.201.113,SUCCESS,Low,
AUTH004121,2026-03-04 19:35:10,U0224,,D0066,PASSWORD_CHANGE,SUCCESS,Lille,LOW,2026-03-04 19:35:10,iso_space,10..5.7,success,LOW,INVALID_SRC_IP
AUTH002532,2026-03-04 18:35:56,U0041,10.48.58.125,D0076,LOGOUT,SUCCESS,Lille,LOW,2026-03-04 18:35:56,iso_space,10.48.58.125,success,LOW,
AUTH000425,2026-03-08 18:43:00,U0222,10.1.42.49,D0109,RDP_SESSION,SUCCESS,Lille,MEDIUM,08/03/2026 18:43,fr_minute,10.1.42.49,Success,MEDIUM,
AUTH000163,2026-03-02 16:26:42,U0362,10.32.6.187,D0091,PASSWORD_CHANGE,SUCCESS,Toulouse,MEDIUM,2026-03-02 16:26:42,iso_space,10.32.6.187,success,medium,
AUTH004622,2026-03-12 09:40:32,U0008,10.4.205.117,D0117,LOGIN,SUCCESS,Toulouse,LOW,2026-03-12T09:40:32Z,iso_z,10.4.205.117,Success,LOW,
AUTH002917,2026-03-21 18:30:25,U0300,10.7.131.17,D0094,MFA_CHALLENGE,SUCCESS,Paris,MEDIUM,2026-03-21T18:30:25Z,iso_z,10.7.131.17,SUCCESS,medium,
AUTH004454,2026-03-12 17:31:00,U0391,10.11.109.13,D0125,RDP_SESSION,SUCCESS,Lille,LOW,12/03/2026 17:31,fr_minute,10.11.109.13,Success,low,
AUTH004343,2026-03-17 16:35:33,U0236,10.38.89.152,D0149,PASSWORD_CHANGE,FAILURE,Nantes,LOW,2026-03-17T16:35:33Z,iso_z,10.38.89.152,Failed,low,
AUTH000582,2026-03-12 10:33:00,U0038,10.49.135.223,D0142,PASSWORD_CHANGE,FAILURE,Lille,MEDIUM,12/03/2026 10:33,fr_minute,10.49.135.223,failed,medium,
AUTH003272,2026-03-17 19:30:43,U0150,10.41.239.115,D0078,MFA_CHALLENGE,FAILURE,Marseille,MEDIUM,2026-03-17T19:30:43Z,iso_z,10.41.239.115,FAILED,medium,
AUTH004732,2026-03-17 03:05:00,U0113,215.137.141.184,D0011,LOGIN,FAILURE,Lagos,HIGH,17/03/2026 03:05,fr_minute,215.137.141.184,FAILED,high,
AUTH001491,2026-03-19 08:52:07,U0139,10.3.199.158,D0110,LOGOUT,SUCCESS,Nantes,LOW,2026-03-19 08:52:07,iso_space,10.3.199.158,SUCCESS,Low,
AUTH003522,2026-03-08 11:25:01,U0032,10.42.168.27,D0176,LOGIN,FAILURE,Marseille,MEDIUM,2026-03-08 11:25:01,iso_space,10.42.168.27,FAILURE,Medium,
AUTH002616,2026-03-20 16:43:03,U0269,10.8.124.31,D0092,PASSWORD_CHANGE,SUCCESS,Lille,LOW,2026-03-20 16:43:03,iso_space,10.8.124.31,Success,low,
AUTH002683,2026-03-11 10:11:42,U0388,,D0106,LOGIN,SUCCESS,Paris,LOW,2026-03-11T10:11:42Z,iso_z,999.1.1.1,SUCCESS,Low,INVALID_SRC_IP
